t_name,SRR072893,SRR072894
FBtr0273432,0.0,0.0
FBtr0273433,0.0,0.0
FBtr0306695,0.0,0.0
FBtr0308580,0.0,0.0
FBtr0273431,0.0,0.0
FBtr0078819,0.0,0.0
FBtr0333694,0.0,0.0
FBtr0078784,0.0,0.0
FBtr0078807,55.699978,103.618881
FBtr0078785,42.421516,46.028355
FBtr0335000,3.395557,0.37830199999999997
FBtr0078806,136.63089,194.199326
FBtr0078805,115.37718999999998,163.990524
FBtr0078804,0.0,0.0
FBtr0078803,26.945584999999998,30.988297999999997
FBtr0335001,0.0,0.0
FBtr0078786,0.0,0.0
FBtr0332159,0.0,0.0
FBtr0332160,0.0,0.0
FBtr0346517,0.0,0.0
FBtr0078787,66.007324,64.408676
FBtr0078802,11.549373,17.022707
FBtr0100433,32.158314000000004,18.030159
FBtr0078789,0.0,0.0
FBtr0301640,0.0,0.0
FBtr0078798,0.0,0.0
FBtr0078800,0.0,0.0
FBtr0301398,0.0,0.0
FBtr0078801,0.0,0.0
FBtr0078790,0.0,0.0
FBtr0078792,7.168113000000001,28.098364
FBtr0309312,5.918169,19.288101
FBtr0333810,3.332124,10.859836999999999
FBtr0078797,0.0,0.0
FBtr0078795,0.0,0.0
FBtr0344832,0.0,0.0
FBtr0078794,0.0,0.0
FBtr0113193,0.0,0.0
FBtr0339972,0.0,0.0
FBtr0078679,0.0,0.0
FBtr0347006,0.0,0.0
FBtr0334742,0.0,0.0
FBtr0078793,0.0,0.0
FBtr0330027,0.0,0.0
FBtr0330026,44.743885,8.400669
FBtr0078770,44.592495,74.923775
FBtr0078769,954.192017,2059.529785
FBtr0078680,29.72953,68.06154599999999
FBtr0078681,1.700519,3.439168
FBtr0078768,27.499423999999998,30.581134999999996
FBtr0078682,128.98938,187.205902
FBtr0078767,21.986845000000002,21.344282
FBtr0344635,21.986845000000002,19.726606
FBtr0078683,3.3761919999999996,0.0
FBtr0336769,0.9941709999999999,0.0
FBtr0345253,2.444442,0.0
FBtr0345254,1.276734,0.0
FBtr0344273,7.537153999999999,12.509768
FBtr0344272,8.488252000000001,0.0
FBtr0078766,11.54884,19.171217000000002
FBtr0344274,12.367132000000002,20.577339000000002
FBtr0078684,0.0,0.0
FBtr0113409,0.0,0.0
FBtr0336770,26.28355,32.036457
FBtr0078685,1.2496129999999999,5.542103
FBtr0078765,0.0,0.0
FBtr0078764,0.0,0.0
FBtr0078763,0.0,0.0
FBtr0078686,0.0,0.0
FBtr0078687,0.0,0.0
FBtr0344265,0.0,0.0
FBtr0332546,0.0,0.0
FBtr0332547,0.0,0.0
FBtr0078761,6.839467999999999,0.0
FBtr0078762,26.963827000000002,31.841013
FBtr0336771,0.0,0.0
FBtr0089313,0.0,0.0
FBtr0300009,0.0,0.0
FBtr0346136,0.0,0.0
FBtr0078758,12.348996000000001,32.472111
FBtr0339519,0.0,0.0
FBtr0078688,54.603176,27.874397
FBtr0078755,0.0,0.0
FBtr0078756,34.131725,4.387823
FBtr0078757,10.673872,52.93405500000001
FBtr0309783,0.0,0.0
FBtr0336763,8.935754,9.750091000000001
FBtr0078754,10.995664,11.997726
FBtr0078689,5.822487000000001,0.0
FBtr0078692,18.750494,3.850051
FBtr0290215,5.602492,7.817491
FBtr0078753,29.66054,44.667118
FBtr0078693,0.0,0.0
FBtr0078694,0.0,0.0
FBtr0089685,0.0,0.0
FBtr0089686,0.0,0.0
FBtr0114453,0.0,0.0
FBtr0078752,78.880989,72.89273100000001
FBtr0336762,0.0,0.0
FBtr0078699,3.159722,3.3364870000000004
FBtr0078751,54.852940000000004,62.337902
FBtr0078700,217.41426099999998,138.884598
FBtr0078701,4.894091,2.948601
FBtr0346137,3.795178,2.286526
FBtr0078744,83.737808,1.699605
FBtr0078750,39.232803000000004,2.0634259999999998
FBtr0078746,156.413773,72.118484
FBtr0078747,37.930363,0.0
FBtr0078748,291.325958,179.174927
FBtr0078749,70.54827900000001,0.0
FBtr0078745,110.14583600000002,2.235603
FBtr0113576,0.0,0.0
FBtr0113577,0.0,0.0
FBtr0113578,0.0,0.0
FBtr0113579,0.0,0.0
FBtr0113580,0.0,0.0
FBtr0091697,0.0,0.0
FBtr0113581,0.0,0.0
FBtr0113582,0.0,0.0
FBtr0273377,0.0,0.0
FBtr0333278,0.0,0.0
FBtr0333279,0.0,0.0
FBtr0078743,65.88157700000001,48.985828000000005
FBtr0078741,61.775814000000004,65.925507
FBtr0345140,3.0921369999999997,18.440998
FBtr0078742,2.7806439999999997,16.463306
FBtr0309985,0.0,0.0
FBtr0344302,0.0,0.0
FBtr0078704,51.812149,74.967049
FBtr0078739,0.0,0.0
FBtr0078740,0.0,0.0
FBtr0113194,0.0,0.0
FBtr0078705,1310.891479,2967.1826170000004
FBtr0335214,0.0,0.0
FBtr0114326,0.0,0.0
FBtr0114327,0.0,0.0
FBtr0078706,0.26295,0.125431
FBtr0078707,35.213271999999996,46.688084
FBtr0335215,40.152367,53.236664000000005
FBtr0078708,78.79001600000001,107.296967
FBtr0078737,0.0,0.15002100000000002
FBtr0078736,6.445781,6.2184029999999995
FBtr0078709,6.015280000000001,8.524986
FBtr0290206,0.830369,1.8814229999999998
FBtr0078733,13.447223999999999,23.492004
FBtr0078734,50.424309,26.338516
FBtr0330315,13.447223999999999,28.673417999999998
FBtr0078710,20.10998,21.155491
FBtr0078711,0.0,0.0
FBtr0304794,1.006716,1.290022
FBtr0309091,0.0,0.0
FBtr0310266,1.073858,1.346199
FBtr0330314,0.0,0.0
FBtr0339320,47.78159,78.189148
FBtr0334953,40.023029,32.116108000000004
FBtr0078732,46.870937,37.611153
FBtr0078712,30.368771000000002,21.093007999999998
FBtr0078730,55.658936,43.461472
FBtr0334945,0.0,0.0
FBtr0078713,40.470585,78.76080300000001
FBtr0078714,0.0,0.0
FBtr0078728,17.196644,33.566814
FBtr0334951,7.852276,1.389974
FBtr0334952,0.0,0.0
FBtr0078716,42.625595000000004,34.681942
FBtr0334946,0.0,0.0
FBtr0078727,91.159248,0.0
FBtr0302091,0.0,0.0
FBtr0334947,0.0,0.0
FBtr0334950,0.0,0.0
FBtr0078726,0.0,0.0
FBtr0302092,0.0,0.0
FBtr0334948,0.0,0.0
FBtr0302090,0.0,0.0
FBtr0078725,0.0,0.0
FBtr0339518,0.0,0.0
FBtr0343892,0.0,0.0
FBtr0078720,0.0,0.0
FBtr0343988,0.0,0.0
FBtr0343989,0.0,0.0
FBtr0301574,21.017591,13.748375
FBtr0078724,21.163361,13.843729000000002
FBtr0078721,64.83048199999999,66.213211
FBtr0078723,44.233906,19.97332
FBtr0078722,17.595669,27.436287
FBtr0078678,83.933357,41.25634
FBtr0078677,0.0,0.0
FBtr0306153,0.0,0.0
FBtr0078674,0.0,0.0
FBtr0300909,0.0,0.0
FBtr0300911,0.0,0.0
FBtr0078672,0.0,0.0
FBtr0300907,0.0,0.0
FBtr0300910,0.0,0.0
FBtr0078675,0.0,0.0
FBtr0300906,0.0,0.0
FBtr0078676,0.0,0.0
FBtr0300913,0.0,0.0
FBtr0300912,0.0,0.0
FBtr0078625,40.886955,34.500992
FBtr0078624,27.373686,23.098299
FBtr0300737,0.0,0.0
FBtr0300739,0.0,0.0
FBtr0078627,0.0,0.0
FBtr0300741,0.0,0.0
FBtr0300736,0.0,0.0
FBtr0300738,0.0,0.0
FBtr0078628,0.0,0.0
FBtr0300740,0.0,0.0
FBtr0078670,148.10418700000002,79.971008
FBtr0078669,0.0,0.0
FBtr0078629,235.683563,183.498352
FBtr0078630,72.523811,73.685921
FBtr0078668,2.930565,0.0
FBtr0078631,14.598393,21.447342000000003
FBtr0335518,10.698178,15.233229999999999
FBtr0113195,0.0,0.0
FBtr0308953,0.0,0.0
FBtr0303165,0.0,0.0
FBtr0302724,0.0,0.0
FBtr0302725,0.0,0.0
FBtr0302727,0.0,0.0
FBtr0335519,0.0,0.0
FBtr0302726,0.0,0.0
FBtr0078667,44.340858000000004,32.740749
FBtr0078666,7.087160000000001,12.309097
FBtr0344117,18.041393,31.334597
FBtr0078638,33.864792,30.502734999999998
FBtr0078639,15.181759,0.0
FBtr0344116,17.989939,0.0
FBtr0078640,0.0,0.0
FBtr0113196,0.0,0.0
FBtr0113197,0.0,0.0
FBtr0345151,0.0,0.0
FBtr0345152,0.0,0.0
FBtr0078642,0.0,0.0
FBtr0078644,0.0,0.0
FBtr0078643,0.0,0.0
FBtr0305954,0.0,0.0
FBtr0078645,0.0,0.0
FBtr0306740,0.0,0.0
FBtr0306741,0.0,0.0
FBtr0078665,25.577151999999998,20.187206
FBtr0112483,0.0,0.0
FBtr0078647,25.892235,22.48634
FBtr0114518,0.0,0.0
FBtr0078664,0.0,0.0
FBtr0078663,0.0,0.0
FBtr0078661,0.0,0.0
FBtr0078662,0.0,0.0
FBtr0110806,0.0,0.0
FBtr0110807,0.0,0.0
FBtr0346724,0.0,0.0
FBtr0346725,0.0,0.0
FBtr0078657,0.0,0.0
FBtr0343893,0.0,0.0
FBtr0343894,0.0,0.0
FBtr0345250,0.0,0.0
FBtr0345251,0.0,0.0
FBtr0078656,0.0,0.0
FBtr0078655,0.0,0.0
FBtr0343895,0.0,0.0
FBtr0343896,0.0,0.0
FBtr0302597,0.0,0.0
FBtr0309320,0.0,0.0
FBtr0078654,0.0,0.0
FBtr0078651,5.142755999999999,0.0
FBtr0078652,173.738281,0.0
FBtr0078653,0.0,0.0
FBtr0078649,8.522026,53.030552
FBtr0078650,306.99176,260.550842
FBtr0301947,1.394221,0.0
FBtr0309319,0.0,0.0
FBtr0309321,0.0,0.0
FBtr0309322,0.0,0.0
FBtr0078648,0.0,0.0
FBtr0309318,0.0,0.0
FBtr0344315,0.0,0.0
FBtr0078623,0.0,0.0
FBtr0307114,0.0,0.0
FBtr0343897,0.0,0.0
FBtr0078621,0.0,0.0
FBtr0078620,0.0,0.0
FBtr0112922,0.0,0.0
FBtr0078619,0.0,0.0
FBtr0343898,0.0,0.0
FBtr0343899,0.0,0.0
FBtr0078584,0.0,0.0
FBtr0078618,0.0,0.0
FBtr0078617,0.0,0.0
FBtr0078585,0.0,0.0
FBtr0309511,0.0,0.0
FBtr0309512,0.0,0.0
FBtr0347026,0.0,0.0
FBtr0309515,0.0,0.0
FBtr0309513,0.0,0.0
FBtr0309514,0.0,0.0
FBtr0078616,0.0,0.0
FBtr0078587,0.0,0.0
FBtr0078588,0.0,0.0
FBtr0345156,0.0,0.0
FBtr0344667,0.0,0.0
FBtr0078590,0.0,0.0
FBtr0308316,0.0,0.0
FBtr0308317,0.0,0.0
FBtr0308318,0.0,0.0
FBtr0078591,0.0,0.0
FBtr0310413,0.0,0.0
FBtr0078592,0.0,0.0
FBtr0078593,0.0,0.0
FBtr0078594,0.0,0.0
FBtr0310414,0.0,0.0
FBtr0078615,0.0,0.0
FBtr0334866,0.0,0.0
FBtr0078595,0.0,0.0
FBtr0302937,0.0,0.0
FBtr0078596,0.0,0.0
FBtr0346344,0.0,0.0
FBtr0078597,0.0,0.0
FBtr0078598,0.0,0.0
FBtr0078599,0.0,0.0
FBtr0078601,0.0,0.0
FBtr0078614,0.0,0.0
FBtr0078602,0.0,0.0
FBtr0302305,0.0,0.0
FBtr0078604,0.0,0.0
FBtr0078605,0.0,0.0
FBtr0078606,0.0,0.0
FBtr0078607,0.0,0.0
FBtr0078608,0.0,0.0
FBtr0347194,0.0,0.0
FBtr0078609,0.0,0.0
FBtr0334536,0.0,0.0
FBtr0334538,0.0,0.0
FBtr0078610,0.0,0.0
FBtr0334537,0.0,0.0
FBtr0078611,0.0,0.0
FBtr0081707,0.0,0.0
FBtr0301493,0.0,0.0
FBtr0081708,0.0,0.0
FBtr0081709,0.0,0.0
FBtr0081710,0.0,0.0
FBtr0081711,0.0,0.0
FBtr0081737,120.362747,120.76213100000001
FBtr0081712,0.903682,0.691387
FBtr0081713,0.0,0.0
FBtr0334541,0.0,0.0
FBtr0081714,6.18558,21.935425
FBtr0081715,27.497678999999998,22.543243
FBtr0334544,16.522638,13.774942000000001
FBtr0334542,0.0,0.0
FBtr0081716,0.0,0.0
FBtr0334540,0.0,0.0
FBtr0334539,0.0,0.0
FBtr0334543,0.0,0.0
FBtr0303017,0.0,0.0
FBtr0334545,21.403313,23.890179
FBtr0345075,0.0,0.0
FBtr0345076,0.0,0.0
FBtr0303013,20.828764000000003,23.248875
FBtr0303014,0.0,0.0
FBtr0303015,0.344598,0.5433140000000001
FBtr0081717,14.536456,10.95991
FBtr0110774,5.276524,0.0
FBtr0344293,4.543767,2.749358
FBtr0081734,4.328034,2.618822
FBtr0347005,0.0,0.0
FBtr0301268,0.0,0.0
FBtr0309752,0.0,0.0
FBtr0332175,0.0,0.0
FBtr0332176,0.0,0.0
FBtr0301001,0.0,0.0
FBtr0290212,0.0,0.0
FBtr0081719,53.783168999999994,116.55176499999999
FBtr0081720,0.0,0.0
FBtr0081721,0.0,0.0
FBtr0113198,0.0,0.0
FBtr0081722,0.0,0.0
FBtr0289939,7.783955000000001,0.0
FBtr0289940,3.599439,0.0
FBtr0290326,3.653517,21.664404
FBtr0290327,1.461091,2.7203060000000003
FBtr0300261,0.0,0.0
FBtr0334322,29.792002,22.593243
FBtr0303787,0.0,0.0
FBtr0303788,0.0,0.0
FBtr0303789,2.6869650000000003,1.9170310000000002
FBtr0303790,0.0,0.0
FBtr0334323,0.0,0.0
FBtr0330193,0.0,0.0
FBtr0081730,0.0,12.064776
FBtr0330192,0.0,12.064776
FBtr0302383,5.18992,0.0
FBtr0330191,0.0,0.0
FBtr0081728,75.110573,66.132462
FBtr0081729,0.0,0.0
FBtr0308037,0.0,0.0
FBtr0308038,0.0,0.0
FBtr0339332,0.0,0.0
FBtr0339333,0.0,0.0
FBtr0339334,0.0,0.0
FBtr0344269,0.0,0.0
FBtr0344704,0.0,0.0
FBtr0081672,0.0,0.0
FBtr0081674,0.0,0.0
FBtr0081673,0.0,0.0
FBtr0308039,0.0,0.0
FBtr0344268,0.0,0.0
FBtr0081706,0.0,0.0
FBtr0081675,0.0,0.0
FBtr0336453,0.0,0.0
FBtr0081704,0.0,0.0
FBtr0081676,0.0,0.0
FBtr0081705,0.0,0.0
FBtr0089748,0.0,0.0
FBtr0081703,0.0,0.0
FBtr0081679,0.0,0.0
FBtr0337024,0.0,0.0
FBtr0301286,0.0,0.0
FBtr0337025,0.0,0.0
FBtr0081701,0.0,0.0
FBtr0081700,0.0,0.0
FBtr0337023,0.0,0.0
FBtr0081681,0.0,0.0
FBtr0081682,0.0,0.0
FBtr0337022,0.0,0.0
FBtr0081699,0.0,0.0
FBtr0081684,0.0,0.0
FBtr0081685,0.0,0.0
FBtr0081686,0.0,0.0
FBtr0301622,0.0,0.0
FBtr0304903,0.0,0.0
FBtr0345257,0.0,0.0
FBtr0346140,46.845093,69.119118
FBtr0301623,60.393173,89.10906999999999
FBtr0339933,0.0,0.0
FBtr0081687,116.95916000000001,128.64798000000002
FBtr0081697,11.12571,9.299377999999999
FBtr0308035,0.0,0.0
